state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
WI,242,408,no,yes,11,107.0,103,18.19,204.7,107,17.4,167.6,174,7.54,11.0,20,2.97,6,False
ME,28,510,no,yes,6,226.5,99,38.51,232.8,142,19.79,243.7,104,10.97,4.8,14,1.3,6,False
MO,235,408,no,no,0,207.6,22,35.29,170.0,56,14.45,185.6,69,8.35,12.7,8,3.43,6,False
MA,111,408,no,no,0,106.7,140,18.14,188.1,37,15.99,164.2,25,7.39,16.6,9,4.48,1,False
ID,57,510,no,no,0,167.3,141,28.44,256.3,20,21.79,177.1,57,7.97,14.8,1,4.0,5,False
SD,26,408,no,no,0,214.3,164,36.43,100.8,50,8.57,103.1,72,4.64,8.5,13,2.3,8,False
NC,153,415,no,no,0,76.8,4,13.06,236.7,166,20.12,154.5,51,6.95,8.2,20,2.21,0,False
WY,54,510,no,no,0,124.1,149,21.1,220.4,19,18.73,133.1,143,5.99,7.5,10,2.03,2,False
AR,29,408,no,no,0,97.8,27,16.63,285.7,1,24.28,185.5,47,8.35,15.1,12,4.08,5,True
TN,211,415,no,no,0,148.8,131,25.3,252.3,31,21.45,235.9,26,10.62,8.5,1,2.3,17,False
CT,97,415,yes,yes,2,236.0,49,40.12,210.0,110,17.85,229.9,160,10.35,8.0,20,2.16,1,True
MI,164,408,no,yes,28,223.1,101,37.93,136.1,91,11.57,267.9,150,12.06,12.3,6,3.32,9,False
NC,14,415,yes,no,0,152.7,28,25.96,171.4,131,14.57,255.8,172,11.51,13.2,14,3.56,7,False
KY,78,510,no,no,0,235.6,36,40.05,189.4,6,16.1,171.5,99,7.72,12.7,6,3.43,5,False
MS,35,408,no,no,0,215.8,162,36.69,277.1,2,23.55,201.0,21,9.04,7.0,11,1.89,8,False
ND,30,415,no,no,0,248.9,147,42.31,241.8,24,20.55,198.2,41,8.92,11.4,6,3.08,8,False
NV,92,415,no,yes,7,175.2,162,29.78,160.5,111,13.64,83.8,108,3.77,14.1,4,3.81,8,False
TX,17,408,yes,no,0,209.1,129,35.55,221.5,8,18.83,134.3,32,6.04,10.0,14,2.7,8,False
SD,195,408,no,no,0,350.0,115,59.5,177.6,25,15.1,191.0,108,8.59,10.8,6,2.92,1,False
RI,208,408,no,no,0,163.3,57,27.76,168.1,63,14.29,190.7,137,8.58,10.6,20,2.86,9,False
MI,238,408,no,yes,0,176.5,145,30.01,233.1,17,19.81,227.7,46,10.25,9.2,1,2.48,9,False
WI,158,510,no,yes,32,171.4,105,29.14,193.6,90,16.46,225.0,95,10.12,11.3,1,3.05,6,False
KY,93,408,no,no,0,175.1,55,29.77,141.6,1,12.04,104.4,124,4.7,12.5,18,3.38,4,False
ND,173,510,no,no,0,210.1,121,35.72,243.2,0,20.67,228.0,78,10.26,13.6,8,3.67,8,False
CO,79,510,no,yes,49,183.1,102,31.13,208.8,47,17.75,209.6,38,9.43,9.8,1,2.65,0,False
VA,110,408,no,yes,23,106.3,122,18.07,182.3,106,15.5,233.7,121,10.52,10.2,13,2.75,13,False
CO,217,510,no,no,0,181.0,21,30.77,277.1,163,23.55,257.6,45,11.59,33.831040599119774,14,9.13,6,False
ND,179,408,no,no,0,151.6,59,25.77,255.3,74,21.7,192.3,71,8.65,14.4,11,3.89,9,False
AL,102,408,no,yes,22,86.7,137,14.74,207.2,25,17.61,267.3,50,12.03,8.8,18,2.38,4,False
GA,106,415,no,no,0,241.8,83,41.11,113.7,5,9.66,152.0,24,6.84,9.7,14,2.62,8,False
MA,47,408,no,no,0,151.3,127,25.72,257.6,25,21.9,148.9,81,6.7,10.2,5,2.75,6,False
CA,181,415,yes,no,0,200.7,79,34.12,176.3,42,14.99,223.2,142,10.04,10.6,9,2.86,3,False
AK,64,510,no,no,0,9.7,133,1.65,192.9,121,16.4,180.1,57,8.1,5.8,9,1.57,7,False
MI,166,415,no,no,0,206.9,80,35.17,185.6,128,15.78,214.1,25,9.63,11.5,2,3.11,8,False
WV,64,510,no,no,0,163.1,5,27.73,134.9,8,11.47,307.6,40,13.84,11.2,8,3.02,8,False
AK,87,408,no,no,0,96.0,85,16.32,224.1,26,19.05,221.2,43,9.95,10.4,4,2.81,9,False
GA,217,510,no,no,0,150.2,81,25.53,158.0,70,13.43,211.5,84,9.52,11.0,6,2.97,3,False
ND,234,510,no,no,0,142.9,155,24.29,221.4,116,18.82,153.1,21,6.89,9.8,18,2.65,5,False
KS,7,408,yes,no,0,220.5,41,37.48,153.3,117,13.03,108.2,109,4.87,6.0,9,1.62,3,False
WV,22,510,no,no,0,184.9,73,31.43,177.8,2,15.11,196.1,36,8.82,13.1,10,3.54,0,False
RI,81,408,no,yes,24,97.8,40,16.63,219.6,129,18.67,257.6,117,11.59,5.9,5,1.59,5,False
MI,210,415,no,no,0,203.7,62,34.63,207.3,123,17.62,182.6,100,8.22,7.6,18,2.05,7,False
ID,241,408,no,no,0,68.2,21,11.59,232.7,73,19.78,221.7,141,9.98,13.4,6,3.62,5,False
MS,169,408,no,no,0,119.2,78,20.26,236.6,80,20.11,277.0,3,12.46,6.2,15,1.67,2,False
WA,74,510,no,no,0,180.8,156,30.74,268.9,158,22.86,275.7,23,12.41,9.6,11,2.59,7,False
SC,138,415,yes,yes,4,146.3,70,24.87,201.0,64,17.08,223.2,64,10.04,15.1,17,4.08,9,False
PA,185,408,no,no,0,244.4,113,41.55,262.6,121,22.32,209.2,65,9.41,10.2,13,2.75,8,True
GA,135,415,no,no,0,189.1,33,32.15,184.6,145,15.69,118.0,12,5.31,6.1,15,1.65,0,False
OH,240,415,no,no,0,213.8,95,36.35,240.7,133,20.46,166.0,26,7.47,12.1,5,3.27,5,False
WI,125,510,no,no,0,216.0,129,36.72,258.3,101,21.96,184.8,115,8.32,11.3,0,3.05,9,True
NY,50,408,yes,no,0,156.1,153,26.54,258.1,41,21.94,154.0,80,6.93,10.3,12,2.78,18,False
CT,230,510,no,no,0,122.5,108,20.83,126.6,110,10.76,213.4,120,9.6,4.3,5,1.16,1,False
MA,219,408,no,no,0,177.3,74,30.14,40.6,103,3.45,303.2,108,13.64,13.7,5,3.7,3,False
MD,52,415,no,no,0,226.8,18,38.56,229.3,3,19.49,282.0,144,12.69,15.0,5,4.05,0,False
MT,161,408,no,no,0,167.4,124,28.46,201.1,98,17.09,213.2,68,9.59,9.9,11,2.67,3,False
AR,1,408,no,no,0,211.9,19,36.02,215.3,131,18.3,242.1,56,10.89,8.1,8,2.19,1,False
VA,236,415,no,no,0,178.5,160,30.35,205.7,64,17.48,160.7,71,7.23,11.5,19,3.11,2,False
MI,181,415,no,yes,45,96.1,115,16.34,183.7,40,15.61,279.1,107,12.56,11.5,6,3.11,3,False
IA,188,408,no,no,0,100.7,93,17.12,230.2,146,19.57,115.7,72,5.21,11.8,2,3.19,2,False
SC,162,510,no,no,0,264.4,81,44.95,218.3,148,18.56,249.3,17,11.22,10.0,14,2.7,5,False
MA,4,408,no,no,0,117.0,95,19.89,195.7,157,16.63,226.8,15,10.21,11.5,1,3.11,6,False
IA,145,415,no,no,0,145.6,103,24.75,202.5,115,17.21,159.2,95,7.16,12.1,17,3.27,6,False
MI,132,510,no,no,0,229.5,3,39.02,232.5,134,19.76,188.7,39,8.49,17.2,20,4.64,0,False
NV,171,415,yes,no,0,115.6,159,19.65,170.7,63,14.51,138.8,38,6.25,11.2,0,3.02,4,False
IN,218,415,no,no,0,143.1,146,24.33,144.3,1,12.27,141.1,55,6.35,10.5,0,2.84,2,False
NE,4,510,no,no,0,168.6,130,28.66,143.5,114,12.2,114.1,116,5.13,5.7,10,1.54,0,False
SD,1,415,yes,yes,36,161.5,91,27.46,175.1,127,14.88,241.4,53,10.86,6.0,2,1.62,0,False
SC,71,415,no,no,0,127.6,60,21.69,276.7,78,23.52,265.1,171,11.93,10.4,9,2.81,1,False
NV,222,415,no,no,0,169.6,37,28.83,207.8,100,17.66,83.3,45,3.75,9.8,11,2.65,9,False
MT,178,415,yes,no,0,216.7,117,36.84,166.4,118,14.14,299.3,159,13.47,7.3,5,1.97,7,False
WI,201,415,no,no,0,173.4,133,29.48,211.3,73,17.96,199.4,165,8.97,7.2,6,1.94,3,False
AK,189,415,no,no,0,144.4,55,24.55,147.7,8,12.55,215.7,42,9.71,11.7,16,3.16,9,False
MO,35,415,no,no,0,231.1,120,39.29,191.5,22,16.28,120.5,3,5.42,8.4,16,2.27,2,False
AZ,8,415,no,yes,9,272.1,80,46.26,180.1,13,15.31,271.3,4,12.21,7.8,3,2.11,7,False
DE,152,415,no,no,0,231.6,105,39.37,133.5,53,11.35,210.8,112,9.49,7.1,0,1.92,1,False
UT,211,408,no,no,0,119.3,119,20.28,256.8,123,21.83,261.5,57,11.77,7.7,0,2.08,8,False
NC,36,408,no,yes,20,120.8,68,20.54,181.8,44,15.45,265.9,36,11.97,8.9,16,2.4,3,True
TN,178,415,no,no,0,203.6,82,34.61,199.0,15,16.92,272.1,153,12.24,9.9,10,2.67,8,True
OH,123,408,no,no,0,189.2,41,32.16,236.5,101,20.1,165.0,8,7.42,10.7,2,2.89,0,False
CO,43,510,no,no,0,113.9,98,19.36,218.9,94,18.61,188.8,14,8.5,8.8,9,2.38,4,True
RI,27,408,no,no,0,195.5,129,33.24,204.9,108,17.42,167.0,87,7.52,5.0,1,1.35,9,False
MN,32,415,no,no,0,185.3,27,31.5,188.9,135,16.06,248.3,98,11.17,6.9,15,1.86,6,False
MO,78,415,no,no,0,259.8,116,44.17,238.1,24,20.24,218.0,104,9.81,8.6,15,2.32,3,False
WY,121,408,no,no,0,156.5,144,26.6,200.6,168,17.05,257.7,153,11.6,12.9,7,3.48,4,False
TX,146,415,no,yes,48,254.9,69,43.33,208.4,61,17.71,260.1,104,11.7,9.7,6,2.62,8,False
ME,156,510,no,yes,35,257.2,106,43.72,257.8,76,21.91,106.7,26,4.8,11.2,9,3.02,5,False
CA,157,510,no,yes,33,143.7,122,24.43,260.6,145,22.15,272.9,82,12.28,13.9,3,3.75,5,False
HI,16,415,no,yes,36,199.1,68,33.85,214.7,49,18.25,251.3,158,11.31,9.5,8,2.57,1,False
ID,99,510,no,yes,41,168.6,38,28.66,206.3,168,17.54,180.1,31,8.1,10.0,4,2.7,0,False
GA,47,510,no,yes,0,166.4,134,28.29,234.4,33,19.92,218.9,129,9.85,10.1,6,2.73,3,False
DE,187,408,no,yes,25,193.3,159,32.86,188.2,99,16.0,193.3,17,8.7,10.2,3,2.75,9,False
MS,31,510,yes,no,0,137.3,3,23.34,188.3,113,16.01,233.3,27,10.5,7.1,0,1.92,2,True
NV,4,408,no,no,0,93.9,148,15.96,197.8,80,16.81,179.9,70,8.1,11.4,11,3.08,6,False
SD,165,415,no,no,0,151.3,159,25.72,149.1,11,12.67,225.9,116,10.17,10.3,15,2.78,6,False
OK,17,408,no,yes,13,243.8,81,41.45,321.5,76,27.33,203.6,99,9.16,7.7,15,2.08,5,False
OR,39,415,no,no,0,169.0,96,28.73,180.6,74,15.35,176.7,87,7.95,9.5,7,2.57,4,False
MA,48,415,no,no,0,178.7,141,30.38,224.8,169,19.11,210.3,91,9.46,4.8,12,1.3,2,False
DE,174,415,no,yes,33,222.8,69,37.88,200.1,54,17.01,346.1,152,15.57,5.7,8,1.54,3,False
FL,218,415,no,no,0,93.8,45,15.95,236.1,91,20.07,163.0,38,7.34,12.5,9,3.38,4,False
WA,176,415,no,no,0,203.7,147,34.63,181.4,87,15.42,186.5,131,8.39,9.4,7,2.54,3,False
IA,39,408,no,no,0,270.2,98,45.93,212.1,8,18.03,163.9,51,7.38,13.7,0,3.7,2,False
WV,233,415,no,no,0,184.9,79,31.43,157.6,2,13.4,169.6,121,7.63,10.2,2,2.75,1,False
VA,132,510,no,no,0,76.2,47,12.95,262.9,117,22.35,244.1,67,10.98,10.6,4,2.86,4,False
SC,30,510,yes,no,0,175.9,6,29.9,234.7,135,19.95,238.7,56,10.74,9.9,6,2.67,1,False
LA,158,415,no,yes,27,213.0,39,36.21,128.8,29,10.95,199.7,12,8.99,7.2,15,1.94,1,False
TN,22,510,no,yes,27,186.1,58,31.64,201.7,66,17.14,255.4,62,11.49,11.2,7,3.02,1,False
MD,203,408,no,no,0,194.7,35,33.1,130.1,54,11.06,242.8,70,10.93,8.1,0,2.19,1,False
CO,66,408,yes,yes,5,201.2,107,34.2,160.2,161,13.62,191.2,152,8.6,10.9,20,2.94,7,True
ID,108,415,no,yes,24,129.7,30,22.05,248.0,122,21.08,117.2,22,5.27,7.7,2,2.08,6,False
AK,12,415,no,no,0,136.4,43,23.19,74.2,42,6.31,244.8,29,11.02,12.1,5,3.27,8,False
CT,222,415,no,no,0,160.0,42,27.2,254.3,155,21.62,209.2,112,9.41,11.2,11,3.02,2,False
KS,36,510,no,yes,6,201.2,133,34.2,220.3,164,18.73,201.2,134,9.05,13.4,14,3.62,0,False
AZ,18,510,no,no,0,115.8,92,19.69,196.9,157,16.74,174.8,53,7.87,12.0,16,3.24,5,False
VT,90,408,no,no,0,291.0,85,49.47,245.8,70,20.89,240.2,108,10.81,9.8,17,2.65,8,True
AZ,181,510,no,no,0,49.1,8,8.35,338.8,61,28.8,218.8,144,9.85,14.3,20,3.86,0,False
NE,199,408,no,yes,43,87.8,10,14.93,133.2,109,11.32,187.2,96,8.42,11.1,20,3.0,0,False
WY,1,510,yes,no,0,209.9,79,35.68,287.4,28,24.43,133.8,59,6.02,3.5,16,0.94,3,False
TX,127,408,no,no,0,205.2,108,34.88,250.3,114,21.28,257.7,65,11.6,8.3,11,2.24,9,False
SC,186,415,no,no,0,176.1,117,29.94,165.1,1,14.03,232.7,165,10.47,9.6,15,2.59,0,False
PA,90,510,no,yes,48,216.5,17,36.8,227.8,89,19.36,213.8,140,9.62,13.7,11,3.7,8,False
NC,87,408,no,no,0,210.7,152,35.82,144.3,104,12.27,56.5,51,2.54,8.8,3,2.38,5,False
NV,90,510,no,no,0,180.0,96,30.6,175.9,56,14.95,198.0,31,8.91,8.1,8,2.19,4,False
AL,237,415,no,yes,8,194.5,29,33.07,93.6,41,7.96,187.0,8,8.41,4.3,14,1.16,4,False
DE,134,408,no,no,0,10.4,114,1.77,132.2,48,11.24,166.6,16,7.5,13.6,4,3.67,1,False
OR,70,510,no,yes,13,172.8,0,29.38,220.5,17,18.74,240.7,125,10.83,14.0,10,3.78,2,False
NY,44,510,no,no,0,177.4,96,30.16,225.0,26,19.12,238.6,81,10.74,6.8,17,1.84,6,False
WV,200,415,no,yes,20,283.3,112,48.16,224.4,117,19.07,223.6,39,10.06,6.0,0,1.62,3,False
TX,152,415,no,no,0,135.4,78,23.02,233.4,53,19.84,256.0,103,11.52,12.9,15,3.48,5,False
OR,86,408,no,no,0,178.1,28,30.28,207.0,151,17.6,144.8,127,6.52,13.6,17,3.67,7,False
AR,19,510,yes,no,0,256.9,65,43.67,235.6,161,20.03,175.5,155,7.9,8.0,12,2.16,0,False
NJ,101,510,no,no,0,210.2,104,35.73,255.7,149,21.73,204.0,17,9.18,9.3,19,2.51,5,False
CO,146,415,no,yes,21,181.4,18,30.84,213.6,62,18.16,166.4,140,7.49,11.6,15,3.13,0,False
VA,95,415,yes,no,0,232.0,65,39.44,178.8,163,15.2,239.3,160,10.77,7.1,15,1.92,7,False
ME,101,408,no,no,0,137.2,111,23.32,193.6,91,16.46,171.8,142,7.73,7.5,2,2.03,3,False
NY,30,510,no,yes,16,273.2,158,46.44,158.4,83,13.46,270.1,165,12.15,9.0,17,2.43,4,True
FL,170,510,no,no,0,214.7,59,36.5,244.4,60,20.77,149.7,5,6.74,7.2,10,1.94,9,False
ID,33,408,yes,yes,39,92.2,116,15.67,119.1,81,10.12,315.1,44,14.18,18.2,12,4.91,1,False
HI,202,408,no,no,0,147.3,67,25.04,192.9,41,16.4,309.6,97,13.93,13.5,1,3.65,2,False
VA,229,415,no,no,0,63.5,92,10.8,230.0,95,19.55,194.9,118,8.77,9.1,2,2.46,6,False
KS,12,415,no,yes,37,223.0,157,37.91,149.0,160,12.66,261.9,77,11.79,10.4,0,2.81,6,False
AL,118,408,no,no,0,210.4,140,35.77,129.7,73,11.02,178.4,47,8.03,5.5,0,1.48,7,False
VT,94,408,no,no,0,155.1,142,26.37,84.7,136,7.2,254.7,110,11.46,11.1,14,3.0,2,False
MA,155,510,no,no,0,244.8,147,41.62,186.5,118,15.85,190.5,168,8.57,12.1,2,3.27,1,False
NJ,167,408,no,no,0,175.5,161,29.84,142.7,24,12.13,130.6,82,5.88,8.1,3,2.19,1,False
IL,137,408,no,yes,33,321.7,147,54.69,245.7,140,20.88,9.2,103,0.41,8.7,11,2.35,5,True
ND,149,510,no,no,0,115.2,49,19.58,121.9,46,10.36,185.5,73,8.35,7.4,20,2.0,1,False
AR,76,408,no,no,0,214.7,88,36.5,228.0,121,19.38,215.1,54,9.68,13.9,11,3.75,3,False
NV,29,415,no,yes,23,158.5,154,26.94,134.6,132,11.44,271.8,60,12.23,13.7,13,3.7,8,False
PA,161,415,no,no,0,143.4,157,24.38,123.8,30,10.52,202.0,1,9.09,11.1,10,3.0,9,False
NM,235,510,no,yes,24,170.7,98,29.02,139.6,158,11.87,254.2,115,11.44,10.4,5,2.81,2,False
NE,190,408,no,yes,2,199.8,112,33.97,255.8,97,21.74,175.5,1,7.9,6.5,13,1.76,0,False
CA,117,415,no,no,0,183.1,106,31.13,139.7,168,11.87,181.8,75,8.18,8.0,1,2.16,1,False
MO,15,415,no,no,0,216.6,23,36.82,259.2,114,22.03,256.9,9,11.56,9.2,2,2.48,9,False
AZ,2,415,no,no,0,212.8,24,36.18,211.3,51,17.96,66.9,75,3.01,8.1,20,2.19,9,False
NC,180,415,no,no,0,258.4,10,43.93,174.6,106,14.84,200.7,166,9.03,11.6,17,3.13,6,False
AR,231,408,no,no,0,115.1,93,19.57,147.3,85,12.52,178.4,1,8.03,5.4,7,1.46,8,False
MO,117,408,no,no,0,95.9,59,16.3,298.1,132,25.34,273.5,120,12.31,6.4,1,1.73,8,False
MD,172,408,no,no,0,176.3,152,29.97,171.0,11,14.54,171.5,64,7.72,8.2,19,2.21,3,False
ND,182,408,no,no,0,137.1,24,23.31,171.2,20,14.55,227.9,80,10.26,5.6,15,1.51,7,False
MT,18,415,no,no,0,227.2,144,38.62,275.0,8,23.38,249.8,84,11.24,12.8,13,3.46,0,False
CA,3,510,no,yes,41,122.3,139,20.79,284.0,92,24.14,119.4,43,5.37,13.2,18,3.56,5,False
OH,135,510,no,no,0,150.3,122,25.55,193.9,90,16.48,192.5,33,8.66,5.3,19,1.43,7,False
NV,171,415,no,no,0,162.1,10,27.56,261.4,144,22.22,176.7,72,7.95,10.8,3,2.92,1,False
NH,210,415,no,no,0,275.3,9,46.8,169.8,103,14.43,251.1,105,11.3,8.9,5,2.4,7,False
FL,236,510,no,yes,43,293.8,80,49.95,315.6,151,26.83,236.5,172,10.64,10.0,11,2.7,3,False
PA,166,510,no,yes,37,118.4,53,20.13,134.1,154,11.4,187.4,159,8.43,11.5,9,3.11,1,False
WY,165,415,no,no,0,61.4,108,10.44,154.4,135,13.12,143.4,4,6.45,4.2,8,1.13,3,False
CO,186,415,no,no,0,149.0,62,25.33,267.9,61,22.77,256.1,109,11.52,13.0,2,3.51,7,False
ME,161,408,no,no,0,178.0,19,30.26,186.2,28,15.83,196.3,68,8.83,11.5,0,3.11,3,False
UT,108,408,no,no,0,177.8,4,30.23,271.0,82,23.04,112.6,53,5.07,13.0,13,3.51,7,False
HI,187,510,no,no,0,175.5,40,29.84,177.2,73,15.06,117.3,37,5.28,4.8,7,1.3,6,False
AK,95,415,no,no,0,224.1,117,38.1,234.6,151,19.94,223.6,136,10.06,9.9,17,2.67,4,False
WA,122,510,no,no,0,158.2,62,26.89,165.7,33,14.08,131.1,60,5.9,11.5,20,3.11,7,False
UT,11,408,no,no,0,191.5,31,32.56,197.1,59,16.75,300.4,94,13.52,11.2,11,3.02,1,False
UT,68,408,no,yes,31,214.8,26,36.52,135.7,103,11.53,149.4,20,6.72,12.4,11,3.35,2,False
FL,123,510,no,yes,17,191.8,67,32.61,198.6,158,16.88,200.0,35,9.0,11.3,9,3.05,3,False
MA,210,408,yes,no,0,216.5,104,36.8,156.2,114,13.28,208.6,0,9.39,4.5,3,1.22,9,False
MS,196,415,no,no,0,87.8,6,14.93,306.7,131,26.07,160.6,149,7.23,13.2,19,3.56,4,False
ND,113,510,no,yes,7,186.2,102,31.65,184.6,136,15.69,79.0,142,3.56,8.7,4,2.35,4,False
MI,98,415,no,no,0,192.4,111,32.71,139.9,89,11.89,210.3,45,9.46,10.6,7,2.86,0,False
AZ,93,415,no,yes,45,171.1,145,29.09,236.3,76,20.09,159.3,64,7.17,14.4,18,3.89,0,False
ID,216,408,yes,no,0,147.7,102,25.11,139.4,120,11.85,206.3,5,9.28,10.0,5,2.7,0,False
NV,22,415,no,yes,13,204.9,16,34.83,245.7,0,20.88,193.4,167,8.7,9.0,15,2.43,4,False
NJ,194,510,no,no,0,186.6,89,31.72,172.5,72,14.66,214.2,162,9.64,6.7,8,1.81,1,True
MT,172,415,no,yes,8,177.2,114,30.12,199.1,158,16.92,284.3,80,12.79,6.3,10,1.7,2,False
WV,127,415,no,no,0,162.3,85,27.59,191.3,87,16.26,170.5,150,7.67,6.6,2,1.78,7,False
MA,134,415,no,no,0,164.4,102,27.95,188.1,44,15.99,174.7,147,7.86,9.9,13,2.67,9,False
NV,170,415,no,yes,33,138.7,81,23.58,204.2,59,17.36,110.0,27,4.95,16.1,4,4.35,7,False
MT,25,415,no,no,0,154.3,125,26.23,167.2,85,14.21,189.5,164,8.53,9.1,20,2.46,9,False
NC,185,408,yes,yes,6,129.3,37,21.98,145.3,102,12.35,222.1,134,9.99,9.9,20,2.67,14,True
MA,85,510,no,no,0,159.1,91,27.05,203.0,86,17.26,173.9,48,7.83,11.9,5,3.21,7,False
OH,55,408,no,no,0,199.7,62,33.95,180.7,118,15.36,222.5,23,10.01,8.0,0,2.16,8,False
ND,144,510,no,no,0,224.3,135,38.13,135.8,41,11.54,190.4,79,8.57,13.8,12,3.73,9,True
SD,376,510,no,no,0,177.2,29,30.12,232.3,154,19.75,129.7,12,5.84,8.6,8,2.32,9,False
WA,142,510,no,no,0,175.7,63,29.87,200.2,80,17.02,216.8,91,9.76,13.4,2,3.62,5,False
LA,167,510,no,yes,26,187.8,8,31.93,145.6,161,12.38,188.9,134,8.5,11.7,5,3.16,0,False
HI,156,510,no,no,0,233.1,56,39.63,188.9,9,16.06,206.6,14,9.3,10.2,19,2.75,2,False
MN,224,415,no,no,0,167.9,106,28.54,193.6,122,16.46,169.4,86,7.62,8.3,7,2.24,4,False
WV,220,408,no,no,0,205.0,94,34.85,148.4,110,12.61,164.6,150,7.41,12.6,3,3.4,2,False
MI,179,408,yes,yes,5,200.0,74,34.0,360.0,24,30.6,208.5,123,9.38,9.7,5,2.62,2,False
KY,119,415,no,no,0,146.3,4,24.87,200.6,2,17.05,187.5,68,8.44,8.6,11,2.32,8,False
CA,177,510,no,no,0,218.2,94,37.09,189.8,161,16.13,293.1,90,13.19,14.5,11,3.92,4,False
UT,9,408,no,no,0,68.1,3,11.58,325.3,70,27.65,243.1,59,10.94,4.1,6,1.11,7,False
HI,186,415,no,no,0,237.3,7,40.34,224.3,27,19.07,229.4,9,10.32,14.2,15,3.83,6,False
NJ,173,415,yes,yes,18,115.5,162,19.64,262.6,136,22.32,190.4,50,8.57,15.7,6,4.24,3,False
IA,150,408,yes,no,0,172.5,140,29.33,205.8,10,17.49,90.6,63,4.08,7.5,2,2.03,2,False
NE,160,408,no,yes,23,224.8,132,38.22,204.3,92,17.37,156.4,105,7.04,8.2,12,2.21,2,True
OH,197,510,no,no,0,156.9,39,26.67,157.4,117,13.38,165.0,55,7.42,6.9,19,1.86,1,False
NC,215,510,no,yes,17,192.6,18,32.74,235.1,123,19.98,185.2,159,8.33,12.4,8,3.35,4,False
MD,197,408,yes,no,0,225.6,81,38.35,295.3,166,25.1,198.2,150,8.92,8.2,10,2.21,1,False
KS,42,510,yes,no,0,279.8,124,47.57,281.4,92,23.92,235.4,90,10.59,9.7,6,2.62,1,False
ND,53,415,no,no,0,179.2,3,30.46,139.3,140,11.84,214.7,84,9.66,11.8,14,3.19,14,False
AK,224,510,yes,no,0,189.7,127,32.25,295.8,98,25.14,262.6,106,11.82,5.5,0,1.48,5,True
OH,187,510,no,no,0,182.2,145,30.97,158.8,10,13.5,183.2,78,8.24,5.7,1,1.54,5,True
SC,74,415,no,no,0,168.1,151,28.58,153.0,34,13.0,213.9,108,9.63,10.9,0,2.94,7,False
NV,39,510,no,yes,15,107.3,106,18.24,155.8,7,13.24,218.6,101,9.84,8.9,14,2.4,5,False
WA,122,415,no,no,0,119.5,92,20.32,181.1,6,15.39,213.3,147,9.6,7.2,3,1.94,5,False
RI,15,510,yes,no,0,179.2,30,30.46,102.4,68,8.7,269.2,142,12.11,10.0,3,2.7,3,False
CO,199,408,no,no,0,198.4,57,33.73,203.7,69,17.31,243.4,28,10.95,9.7,13,2.62,4,False
FL,157,510,no,no,0,248.1,27,42.18,187.8,114,15.96,128.8,69,5.8,7.5,4,2.03,6,False
MD,123,408,no,no,0,168.7,136,28.68,203.1,123,17.26,193.8,79,8.72,10.4,20,2.81,9,False
AL,111,408,no,no,0,262.5,89,44.62,175.7,162,14.93,199.2,64,8.96,7.2,0,1.94,8,False
DE,131,408,no,no,0,115.0,48,19.55,119.8,10,10.18,316.2,15,14.23,12.0,14,3.24,3,False
MN,83,408,no,no,0,191.3,110,32.52,187.7,165,15.95,182.2,53,8.2,9.4,6,2.54,9,False
AZ,10,408,no,no,0,165.6,1,28.15,263.2,90,22.37,146.9,96,6.61,15.2,15,4.1,0,False
AR,92,415,no,yes,39,109.1,5,18.55,149.5,84,12.71,223.7,6,10.07,6.3,13,1.7,5,False
MO,29,415,no,no,0,88.6,28,15.06,156.3,48,13.29,226.8,59,10.21,8.3,14,2.24,1,False
WA,207,415,no,no,0,156.5,153,26.6,224.2,34,19.06,196.0,9,8.82,12.6,14,3.4,6,False
PA,35,408,no,no,0,160.6,155,27.3,137.9,156,11.72,188.1,52,8.46,7.1,19,1.92,5,False
IA,6,510,no,no,0,132.0,6,22.44,212.5,87,18.06,251.2,7,11.3,10.1,0,2.73,8,False
MA,140,415,yes,no,0,221.1,33,37.59,223.6,168,19.01,153.9,125,6.93,4.5,18,1.22,5,True
OH,111,510,no,no,0,158.1,137,26.88,172.3,108,14.65,181.6,84,8.17,7.0,6,1.89,5,False
VA,38,510,no,no,0,126.7,111,21.54,162.8,133,13.84,171.8,89,7.73,7.4,17,2.0,3,False
IN,77,408,no,no,0,167.3,56,28.44,129.1,9,10.97,259.1,36,11.66,9.5,14,2.57,8,False
OK,93,408,no,no,0,145.9,26,24.8,160.7,83,13.66,215.4,131,9.69,12.8,12,3.46,2,False
ID,147,408,no,yes,50,268.9,38,45.71,230.0,84,19.55,142.5,83,6.41,9.2,18,2.48,0,True
KY,67,415,no,yes,47,163.0,149,27.71,243.8,150,20.72,147.9,103,6.66,9.1,17,2.46,9,False
RI,136,408,no,no,0,130.4,118,22.17,204.2,139,17.36,301.2,22,13.55,7.7,3,2.08,7,False
FL,8,415,no,no,0,268.8,146,45.7,169.7,54,14.42,258.5,136,11.63,6.8,17,1.84,7,False
OH,122,415,yes,yes,47,219.2,99,37.26,204.7,140,17.4,245.4,165,11.04,12.9,3,3.48,0,False
IL,84,415,no,no,0,185.7,8,31.57,159.3,73,13.54,200.7,44,9.03,10.5,15,2.84,8,False
